,tileID,Picture,AOI,Notes.Corrections,Date,Timepoint,file,Tank,Y,Run,Genotype,Source,Type
758,18G,13,7,NA,6/26/20,Initial,13_I,33.5B,0.647,2,49,CRF,S
759,21G,13,8,NA,6/26/20,Initial,13_I,34.5B,0.671,2,49,CRF,S
764,19G,13,13,NA,6/26/20,Initial,13_I,36.5B,0.665,2,49,CRF,S
766,20G,13,15,NA,6/26/20,Initial,13_I,31.5B,0.673,2,49,CRF,S
893,21G,17,6,NA,6/26/20,Final,17_F,34.5B,0.442,2,49,CRF,S
895,28G,17,8,NA,6/26/20,Final,17_F,34.5B,0.451,2,49,CRF,S
1127,19G,28,10,NA,6/26/20,Final,28_F,36.5B,0.247,2,49,CRF,S
1147,20G,3,6,NA,6/26/20,Final,3_F,31.5B,0.643,2,49,CRF,S
1186,29G,4,9,NA,6/26/20,Final,4_F,31.5B,0.625,2,49,CRF,A
489,440W,5,16,,6/25/20,Final,F_5,34A,0.631,1,62,CRF,S
610,435W,1,12,NA,6/26/20,Final,1_F,31.5A,0.69,2,62,CRF,S
644,436W,10,2,NA,6/26/20,Final,10_F,33.5A,0.598,2,62,CRF,S
722,447W,12,11,NA,6/26/20,Final,12_F,33.5B,0.609,2,62,CRF,A
789,445W,14,3,NA,6/26/20,Initial,14_I,34.5B,0.642,2,62,CRF,A
792,436W,14,6,NA,6/26/20,Initial,14_I,33.5A,0.643,2,62,CRF,S
821,441W,15,15,NA,6/26/20,Final,15_F,34.5A,0.482,2,62,CRF,S
822,438W,15,16,NA,6/26/20,Final,15_F,34.5A,0.557,2,62,CRF,S
849,443W,16,3,NA,6/26/20,Final,16_F,34.5B,0.526,2,62,CRF,A
863,445W,16,17,NA,6/26/20,Final,16_F,34.5B,0.509,2,62,CRF,A
865,446W,16,19,NA,6/26/20,Final,16_F,34.5B,0.447,2,62,CRF,A
878,439W,16,11,NA,6/26/20,Initial,16_I,32.5A,0.662,2,62,CRF,S
882,437W,16,15,NA,6/26/20,Initial,16_I,35.5B,0.644,2,62,CRF,S
883,440W,16,16,NA,6/26/20,Initial,16_I,36.5A,0.599,2,62,CRF,S
885,438W,16,18,NA,6/26/20,Initial,16_I,34.5A,0.685,2,62,CRF,S
929,441W,18,1,NA,6/26/20,Initial,18_I,34.5A,0.666,2,62,CRF,S
930,442W,18,2,NA,6/26/20,Initial,18_I,35.5B,0.665,2,62,CRF,S
931,444W,18,3,NA,6/26/20,Initial,18_I,32.5B,0.665,2,62,CRF,A
932,435W,18,4,NA,6/26/20,Initial,18_I,31.5A,0.667,2,62,CRF,S
1033,434W,20,5,NA,6/26/20,Initial,20_I,36.5A,0.665,2,62,CRF,S
1034,443W,20,6,NA,6/26/20,Initial,20_I,34.5B,0.659,2,62,CRF,A
1041,447W,20,13,NA,6/26/20,Initial,20_I,33.5B,0.669,2,62,CRF,A
1060,442W,23,6,NA,6/26/20,Final,23_F,35.5B,0.336,2,62,CRF,S
1065,437W,23,11,NA,6/26/20,Final,23_F,35.5B,0.311,2,62,CRF,S
1091,434W,26,5,NA,6/26/20,Final,26_F,36.5A,0.128,2,62,CRF,S
1098,440W,26,12,NA,6/26/20,Final,26_F,36.5A,0.085,2,62,CRF,S
1165,446W,3,10,NA,6/26/20,Initial,3_I,34.5B,0.64,2,62,CRF,A
1229,439W,5,13,NA,6/26/20,Final,5_F,32.5A,0.645,2,62,CRF,S
1335,444W,8,16,NA,6/26/20,Final,8_F,32.5B,0.665,2,62,CRF,A
815,183G,15,9,NA,6/26/20,Final,15_F,34.5A,0.526,2,71,CRF,S
617,206G,1,19,NA,6/26/20,Final,1_F,31.5A,0.685,2,97,CRF,S
658,197G,10,3,NA,6/26/20,Initial,10_I,31.5A,0.657,2,97,CRF,S
692,200G,11,1,NA,6/26/20,Initial,11_I,34.5B,0.653,2,97,CRF,S
694,201G,11,3,NA,6/26/20,Initial,11_I,36.5B,0.661,2,97,CRF,S
695,203G,11,4,NA,6/26/20,Initial,11_I,35.5A,0.648,2,97,CRF,S
696,205G,11,5,NA,6/26/20,Initial,11_I,32.5A,0.656,2,97,CRF,S
697,208G,11,6,NA,6/26/20,Initial,11_I,33.5A,0.668,2,97,CRF,S
698,216G,11,7,NA,6/26/20,Initial,11_I,36.5A,0.657,2,97,CRF,S
699,214G,11,8,NA,6/26/20,Initial,11_I,35.5B,0.662,2,97,CRF,S
700,206G,11,9,NA,6/26/20,Initial,11_I,31.5A,0.677,2,97,CRF,S
738,211G,12,8,NA,6/26/20,Initial,12_I,35.5A,0.669,2,97,CRF,S
756,199G,13,5,NA,6/26/20,Initial,13_I,34.5A,0.679,2,97,CRF,S
761,218G,13,10,NA,6/26/20,Initial,13_I,34.5B,0.66,2,97,CRF,A
762,221G,13,11,NA,6/26/20,Initial,13_I,34.5B,0.664,2,97,CRF,A
765,223G,13,14,NA,6/26/20,Initial,13_I,35.5A,0.681,2,97,CRF,S
767,225G,13,16,NA,6/26/20,Initial,13_I,36.5A,0.69,2,97,CRF,S
786,199G,14,15,NA,6/26/20,Final,14_F,34.5A,0.458,2,97,CRF,S
848,218G,16,2,NA,6/26/20,Final,16_F,34.5B,0.451,2,97,CRF,A
897,200G,17,10,NA,6/26/20,Final,17_F,34.5B,0.357,2,97,CRF,S
898,221G,17,11,NA,6/26/20,Final,17_F,34.5B,0.356,2,97,CRF,A
982,197G,2,1,NA,6/26/20,Final,2_F,31.5A,0.646,2,97,CRF,S
1026,211G,20,16,NA,6/26/20,Final,20_F,35.5A,0.254,2,97,CRF,S
1044,223G,21,1,NA,6/26/20,Final,21_F,35.5A,0.177,2,97,CRF,S
1076,214G,24,4,NA,6/26/20,Final,24_F,35.5B,0.301,2,97,CRF,S
1094,225G,26,8,NA,6/26/20,Final,26_F,36.5A,0.1,2,97,CRF,S
1107,216G,27,1,NA,6/26/20,Final,27_F,36.5A,0.116,2,97,CRF,S
1125,201G,28,8,NA,6/26/20,Final,28_F,36.5B,0.142,2,97,CRF,S
1231,205G,5,15,NA,6/26/20,Final,5_F,32.5A,0.658,2,97,CRF,S
1368,208G,9,11,NA,6/26/20,Final,9_F,33.5A,0.572,2,97,CRF,S
1449,4B,10,13,NA,6/28/20,Final,10_F,33B,0.64,3,103,CRF,S
1478,494W,11,2,NA,6/28/20,Final,11_F,33B,0.633,3,103,CRF,S
1561,7B,13,12,NA,6/28/20,Initial,13_I,35A,0.666,3,103,CRF,S
1693,10B,17,10,NA,6/28/20,Final,17_F,35A,0.344,3,103,CRF,S
1720,497W,17,17,NA,6/28/20,Initial,17_I,35B,0.663,3,103,CRF,S
1735,7B,18,12,NA,6/28/20,Final,18_F,35A,0.362,3,103,CRF,S
1745,9B,18,4,NA,6/28/20,Initial,18_I,35B,0.64,3,103,CRF,S
1750,10B,18,9,NA,6/28/20,Initial,18_I,35A,0.646,3,103,CRF,S
1771,9B,19,11,NA,6/28/20,Final,19_F,35B,0.397,3,103,CRF,S
1787,493W,2,7,NA,6/28/20,Final,2_F,31A,0.656,3,103,CRF,S
1816,497W,20,4,NA,6/28/20,Final,20_F,35B,0.389,3,103,CRF,S
1871,8B,26,13,NA,6/28/20,Final,26_F,36B,0.176,3,103,CRF,S
1887,492W,3,4,NA,6/28/20,Final,3_F,31B,0.632,3,103,CRF,S
2054,496W,8,15,NA,6/28/20,Final,8_F,33A,0.642,3,103,CRF,S
2070,492W,8,11,NA,6/28/20,Initial,8_I,31B,0.619,3,103,CRF,S
2071,493W,8,12,NA,6/28/20,Initial,8_I,31A,0.653,3,103,CRF,S
2072,494W,8,13,NA,6/28/20,Initial,8_I,33B,0.664,3,103,CRF,S
2073,496W,8,14,NA,6/28/20,Initial,8_I,33A,0.665,3,103,CRF,S
2077,8B,8,18,NA,6/28/20,Initial,8_I,36B,0.674,3,103,CRF,S
2079,4B,8,20,NA,6/28/20,Initial,8_I,33B,0.681,3,103,CRF,S
337,305G,11,5,,6/25/20,Final,F_11,35A,0.427,1,120,CRF,S
338,305G,1,1,,6/25/20,Initial,I_1,35A,0.59,1,120,CRF,S
341,306G,1,3,,6/25/20,Initial,I_1,34A,0.359,1,120,CRF,S
342,307G,1,2,,6/25/20,Initial,I_1,33A,0.597,1,120,CRF,S
343,308G,1,4,,6/25/20,Initial,I_1,33A,0.615,1,120,CRF,S
344,308G,3,6,,6/25/20,Final,F_3,33A,0.436,1,120,CRF,S
345,309G,19,1,,6/25/20,Final,F_19,36A,0.124,1,120,CRF,S
346,309G,1,5,,6/25/20,Initial,I_1,36A,0.628,1,120,CRF,S
347,310G,1,6,,6/25/20,Initial,I_1,32A,0.423,1,120,CRF,S
348,311G,1,7,,6/25/20,Initial,I_1,37A,0.491,1,120,CRF,S
349,312G,1,8,,6/25/20,Initial,I_1,35A,0.462,1,120,CRF,S
352,313G,1,9,,6/25/20,Initial,I_1,35A,0.642,1,120,CRF,S
353,313G,11,7,,6/25/20,Final,F_11,35A,0.391,1,120,CRF,S
56,114W,2,11,,6/25/20,Initial,I_2,33A,0.628,1,127,CRF,S
57,114W,3,23,,6/25/20,Final,F_3,33A,0.453,1,127,CRF,S
58,115W,19,6,,6/25/20,Final,F_19,36A,0.1,1,127,CRF,S
59,115W,2,14,,6/25/20,Initial,I_2,36A,0.595,1,127,CRF,S
60,116W,1,17,,6/25/20,Initial,I_1,33B,0.657,1,127,CRF,S
61,116W,4,16,,6/25/20,Final,F_4,33B,0.609,1,127,CRF,S
62,117W,1,16,,6/25/20,Initial,I_1,36B,0.648,1,127,CRF,S
63,117W,22,7,,6/25/20,Final,F_22,36B,0.088,1,127,CRF,S
64,118W,1,10,,6/25/20,Final,F_1,32A,0.604,1,127,CRF,S
65,118W,1,15,,6/25/20,Initial,I_1,32A,0.646,1,127,CRF,S
66,119W,13,16,,6/25/20,Final,F_13,35B,0.297,1,127,CRF,S
67,119W,1,14,,6/25/20,Initial,I_1,35B,0.646,1,127,CRF,S
69,120W,1,13,,6/25/20,Initial,I_1,32B,0.648,1,127,CRF,S
70,120W,2,19,,6/25/20,Final,F_2,32B,0.613,1,127,CRF,S
71,121W,1,12,,6/25/20,Initial,I_1,35A,0.637,1,127,CRF,S
72,121W,11,21,,6/25/20,Final,F_11,35A,0.324,1,127,CRF,S
73,122W,1,11,,6/25/20,Initial,I_1,35A,0.633,1,127,CRF,S
74,122W,11,20,,6/25/20,Final,F_11,35A,0.368,1,127,CRF,S
75,123W,27,16,,6/25/20,Final,F_27,37B,0.066,1,127,CRF,S
76,123W,1,10,,6/25/20,Initial,I_1,37B,0.649,1,127,CRF,S
77,124W,9,13,,6/25/20,Initial,I_9,37A,0.63,1,127,CRF,S
78,124W,25,12,,6/25/20,Final,F_25,37A,0,1,127,CRF,S
79,125W,12,5,,6/25/20,Final,F_12,35A,0.384,1,127,CRF,S
80,125W,9,1,245 & 246,6/25/20,Initial,I_9,35A,0.612,1,127,CRF,S
81,126W,9,18,,6/25/20,Initial,I_9,34A,0.553,1,127,CRF,S
82,127W,10,4,,6/25/20,Initial,I_10,34A,0.61,1,127,CRF,S
83,127W,5,17,,6/25/20,Final,F_5,34A,0.618,1,127,CRF,S
84,128W,8,12,,6/25/20,Final,F_8,34B,0.56,1,127,CRF,S
85,128W,7,13,,6/25/20,Initial,I_7,34B,0.573,1,127,CRF,S
86,129W,9,6,,6/25/20,Initial,I_9,32B,0.606,1,127,CRF,S
87,129W,2,14,,6/25/20,Final,F_2,32B,0.618,1,127,CRF,S
90,130W,7,12,,6/25/20,Initial,I_7,32B,0.62,1,127,CRF,S
91,130W,2,13,,6/25/20,Final,F_2,32B,0.606,1,127,CRF,S
1623,432G,15,13,NA,6/28/20,Final,15_F,34B,0.508,3,2,FWC,S
1628,437G,15,2,NA,6/28/20,Initial,15_I,35B,0.705,3,2,FWC,S
1629,436G,15,3,NA,6/28/20,Initial,15_I,32A,0.707,3,2,FWC,S
1637,419G,15,11,NA,6/28/20,Initial,15_I,36A,0.702,3,2,FWC,S
1641,439G,15,15,NA,6/28/20,Initial,15_I,31A,0.707,3,2,FWC,S
1655,440G,16,13,NA,6/28/20,Final,16_F,31B,0.634,3,2,FWC,S
1656,430G,16,14,NA,6/28/20,Final,16_F,31B,0.634,3,2,FWC,A
1664,438G,16,2,NA,6/28/20,Initial,16_I,33A,0.595,3,2,FWC,S
1666,435G,16,4,NA,6/28/20,Initial,16_I,36B,0.604,3,2,FWC,S
1676,434G,16,14,NA,6/28/20,Initial,16_I,35B,0.632,3,2,FWC,S
1709,420G,17,6,NA,6/28/20,Initial,17_I,32A,0.612,3,2,FWC,S
1716,440G,17,13,NA,6/28/20,Initial,17_I,31B,0.625,3,2,FWC,S
1732,425G,18,9,NA,6/28/20,Final,18_F,35A,0.408,3,2,FWC,A
1739,422G,18,16,NA,6/28/20,Final,18_F,35A,0.378,3,2,FWC,A
1790,439G,2,10,NA,6/28/20,Final,2_F,31A,0.616,3,2,FWC,S
1825,437G,20,13,NA,6/28/20,Final,20_F,35B,0.347,3,2,FWC,S
1827,423G,20,15,NA,6/28/20,Final,20_F,35B,0.458,3,2,FWC,A
1828,434G,20,16,NA,6/28/20,Final,20_F,35B,0.377,3,2,FWC,S
1851,419G,23,2,NA,6/28/20,Final,23_F,36A,0.224,3,2,FWC,S
1852,426G,23,3,NA,6/28/20,Final,23_F,36A,0.201,3,2,FWC,A
1874,435G,26,16,NA,6/28/20,Final,26_F,36B,0.177,3,2,FWC,S
1879,424G,28,1,NA,6/28/20,Final,28_F,36B,0.124,3,2,FWC,A
1883,428G,29,1,NA,6/28/20,Final,29_F,36B,0.214,3,2,FWC,A
1913,420G,4,6,NA,6/28/20,Final,4_F,32A,0.623,3,2,FWC,S
1950,436G,5,3,NA,6/28/20,Final,5_F,32A,0.643,3,2,FWC,S
2019,429G,7,6,NA,6/28/20,Final,7_F,32B,0.609,3,2,FWC,A
2020,425G,7,1,NA,6/28/20,Initial,7_I,35A,0.595,3,2,FWC,A
2021,424G,7,2,NA,6/28/20,Initial,7_I,36B,0.583,3,2,FWC,A
2024,423G,7,5,NA,6/28/20,Initial,7_I,35B,0.613,3,2,FWC,A
2025,429G,7,6,NA,6/28/20,Initial,7_I,32B,0.592,3,2,FWC,A
2026,432G,7,7,NA,6/28/20,Initial,7_I,34B,0.614,3,2,FWC,S
2027,428G,7,8,NA,6/28/20,Initial,7_I,36B,0.611,3,2,FWC,A
2028,426G,7,9,NA,6/28/20,Initial,7_I,36A,0.59,3,2,FWC,A
2029,430G,7,10,NA,6/28/20,Initial,7_I,31B,0.608,3,2,FWC,A
2033,421G,7,14,NA,6/28/20,Initial,7_I,33A,0.637,3,2,FWC,S
2034,422G,7,15,NA,6/28/20,Initial,7_I,35A,0.62,3,2,FWC,A
2059,433G,8,20,NA,6/28/20,Final,8_F,33A,0.638,3,2,FWC,S
2080,431G,9,1,NA,6/28/20,Final,9_F,33A,0.606,3,2,FWC,S
2083,421G,9,4,NA,6/28/20,Final,9_F,33A,0.614,3,2,FWC,S
2085,438G,9,6,NA,6/28/20,Final,9_F,33A,0.602,3,2,FWC,S
2097,431G,9,12,NA,6/28/20,Initial,9_I,33A,0.614,3,2,FWC,S
2103,433G,9,18,NA,6/28/20,Initial,9_I,33A,0.623,3,2,FWC,S
1476,479W,10,20,NA,6/28/20,Initial,10_I,34B,0.654,3,6,FWC,S
1480,476W,11,4,NA,6/28/20,Final,11_F,33B,0.627,3,6,FWC,S
1560,474W,13,11,NA,6/28/20,Initial,13_I,35B,0.638,3,6,FWC,S
1619,475W,15,9,NA,6/28/20,Final,15_F,34B,0.49,3,6,FWC,S
1625,479W,15,15,NA,6/28/20,Final,15_F,34B,0.564,3,6,FWC,S
1651,472W,16,9,NA,6/28/20,Final,16_F,31B,0.643,3,6,FWC,S
1758,472W,18,17,NA,6/28/20,Initial,18_I,31B,0.661,3,6,FWC,S
1760,475W,18,19,NA,6/28/20,Initial,18_I,34B,0.68,3,6,FWC,S
1814,477W,20,2,NA,6/28/20,Final,20_F,35B,0.443,3,6,FWC,S
1817,474W,20,5,NA,6/28/20,Final,20_F,35B,0.399,3,6,FWC,S
1880,478W,28,2,NA,6/28/20,Final,28_F,36B,0.158,3,6,FWC,S
2074,478W,8,15,NA,6/28/20,Initial,8_I,36B,0.666,3,6,FWC,S
2075,477W,8,16,NA,6/28/20,Initial,8_I,35B,0.661,3,6,FWC,S
2076,476W,8,17,NA,6/28/20,Initial,8_I,33B,0.658,3,6,FWC,S
1400,436B,1,5,NA,6/28/20,Final,1_F,31A,0.612,3,9,FWC,S
1414,444B,1,19,NA,6/28/20,Final,1_F,31A,0.604,3,9,FWC,S
1437,433B,10,1,NA,6/28/20,Final,10_F,33B,0.583,3,9,FWC,S
1487,438B,11,2,NA,6/28/20,Initial,11_I,35A,0.59,3,9,FWC,S
1491,443B,11,6,NA,6/28/20,Initial,11_I,35A,0.598,3,9,FWC,S
1492,441B,11,7,NA,6/28/20,Initial,11_I,35A,0.591,3,9,FWC,S
1495,448B,11,10,NA,6/28/20,Initial,11_I,34B,0.593,3,9,FWC,S
1530,433B,12,4,NA,6/28/20,Initial,12_I,33B,0.59,3,9,FWC,S
1531,431B,12,5,NA,6/28/20,Initial,12_I,35A,0.59,3,9,FWC,S
1533,425B,12,7,NA,6/28/20,Initial,12_I,36B,0.607,3,9,FWC,S
1535,427B,12,9,NA,6/28/20,Initial,12_I,34B,0.58,3,9,FWC,S
1536,426B,12,10,NA,6/28/20,Initial,12_I,34B,0.613,3,9,FWC,S
1537,437B,12,11,NA,6/28/20,Initial,12_I,36A,0.584,3,9,FWC,S
1539,429B,12,13,NA,6/28/20,Initial,12_I,31B,0.604,3,9,FWC,S
1540,446B,12,14,NA,6/28/20,Initial,12_I,35B,0.614,3,9,FWC,S
1543,444B,12,17,NA,6/28/20,Initial,12_I,31A,0.583,3,9,FWC,S
1544,430B,12,18,NA,6/28/20,Initial,12_I,32A,0.601,3,9,FWC,S
1545,436B,12,19,NA,6/28/20,Initial,12_I,31A,0.619,3,9,FWC,S
1546,424B,12,20,NA,6/28/20,Initial,12_I,32B,0.633,3,9,FWC,S
1571,448B,14,2,NA,6/28/20,Final,14_F,34B,0.516,3,9,FWC,S
1588,427B,14,19,NA,6/28/20,Final,14_F,34B,0.519,3,9,FWC,S
1606,445B,14,17,NA,6/28/20,Initial,14_I,31B,0.629,3,9,FWC,S
1609,449B,14,20,NA,6/28/20,Initial,14_I,32A,0.638,3,9,FWC,S
1649,445B,16,7,NA,6/28/20,Final,16_F,31B,0.588,3,9,FWC,S
1691,438B,17,8,NA,6/28/20,Final,17_F,35A,0.334,3,9,FWC,S
1697,441B,17,14,NA,6/28/20,Final,17_F,35A,0.353,3,9,FWC,S
1725,431B,18,2,NA,6/28/20,Final,18_F,35A,0.328,3,9,FWC,S
1741,443B,18,18,NA,6/28/20,Final,18_F,35A,0.355,3,9,FWC,S
1775,446B,19,15,NA,6/28/20,Final,19_F,35B,0.385,3,9,FWC,S
1835,437B,21,6,NA,6/28/20,Final,21_F,36A,0.052,3,9,FWC,S
1878,425B,27,4,NA,6/28/20,Final,27_F,36B,0.069,3,9,FWC,S
1917,449B,4,10,NA,6/28/20,Final,4_F,32A,0.607,3,9,FWC,S
1924,430B,4,17,NA,6/28/20,Final,4_F,32A,0.602,3,9,FWC,S
1978,424B,6,5,NA,6/28/20,Final,6_F,32B,0.597,3,9,FWC,S
680,347W,11,5,NA,6/26/20,Final,11_F,33.5B,0.602,2,12,FWC,S
774,349W,14,3,NA,6/26/20,Final,14_F,34.5A,0.465,2,12,FWC,S
818,342W,15,12,NA,6/26/20,Final,15_F,34.5A,0.561,2,12,FWC,S
859,341W,16,13,NA,6/26/20,Final,16_F,34.5B,0.51,2,12,FWC,S
1020,344W,20,10,NA,6/26/20,Final,20_F,35.5A,0.321,2,12,FWC,S
1058,346W,23,4,NA,6/26/20,Final,23_F,35.5B,0.359,2,12,FWC,S
1130,348W,28,13,NA,6/26/20,Final,28_F,36.5B,0.149,2,12,FWC,S
1180,343W,4,3,NA,6/26/20,Final,4_F,31.5B,0.623,2,12,FWC,S
1315,345W,7,16,NA,6/26/20,Initial,7_I,32.5B,0.647,2,12,FWC,S
1342,349W,8,5,NA,6/26/20,Initial,8_I,34.5A,0.671,2,12,FWC,S
1343,348W,8,6,NA,6/26/20,Initial,8_I,36.5B,0.658,2,12,FWC,S
1344,346W,8,7,NA,6/26/20,Initial,8_I,35.5B,0.651,2,12,FWC,S
1346,344W,8,9,NA,6/26/20,Initial,8_I,35.5A,0.663,2,12,FWC,S
1347,343W,8,10,NA,6/26/20,Initial,8_I,31.5B,0.66,2,12,FWC,S
1348,342W,8,11,NA,6/26/20,Initial,8_I,34.5A,0.646,2,12,FWC,S
1349,341W,8,12,NA,6/26/20,Initial,8_I,34.5B,0.656,2,12,FWC,S
1376,347W,9,1,NA,6/26/20,Initial,9_I,33.5B,0.669,2,12,FWC,S
1401,494B,1,6,NA,6/28/20,Final,1_F,31A,0.602,3,13,FWC,A
1439,489B,10,3,NA,6/28/20,Final,10_F,33B,0.591,3,13,FWC,A
1453,490B,10,17,NA,6/28/20,Final,10_F,33B,0.6,3,13,FWC,A
1483,411G,11,7,NA,6/28/20,Final,11_F,33B,0.596,3,13,FWC,S
1525,409G,12,20,NA,6/28/20,Final,12_F,34A,0.589,3,13,FWC,S
1586,493B,14,17,NA,6/28/20,Final,14_F,34B,0.549,3,13,FWC,A
1621,405G,15,11,NA,6/28/20,Final,15_F,34B,0.493,3,13,FWC,S
1659,404G,16,17,NA,6/28/20,Final,16_F,31B,0.592,3,13,FWC,S
1685,495B,17,2,NA,6/28/20,Final,17_F,35A,0.308,3,13,FWC,A
1687,496B,17,4,NA,6/28/20,Final,17_F,35A,0.336,3,13,FWC,A
1734,414G,18,11,NA,6/28/20,Final,18_F,35A,0.36,3,13,FWC,S
1770,491B,19,10,NA,6/28/20,Final,19_F,35B,0.316,3,13,FWC,A
1780,402G,19,20,NA,6/28/20,Final,19_F,35B,0.374,3,13,FWC,S
1829,408G,20,17,NA,6/28/20,Final,20_F,35B,0.323,3,13,FWC,S
1833,492B,21,4,NA,6/28/20,Final,21_F,36A,0.084,3,13,FWC,A
1858,407G,25,1,NA,6/28/20,Final,25_F,36A,0.153,3,13,FWC,S
1873,401G,26,15,NA,6/28/20,Final,26_F,36B,0.137,3,13,FWC,S
1885,415G,3,2,NA,6/28/20,Final,3_F,31B,0.608,3,13,FWC,S
1903,497B,3,16,NA,6/28/20,Initial,3_I,32A,0.589,3,13,FWC,A
1904,496B,3,17,NA,6/28/20,Initial,3_I,35A,0.588,3,13,FWC,A
1920,497B,4,13,NA,6/28/20,Final,4_F,32A,0.627,3,13,FWC,A
1926,498B,4,19,NA,6/28/20,Final,4_F,32A,0.626,3,13,FWC,A
1930,406G,4,3,NA,6/28/20,Initial,4_I,33A,0.577,3,13,FWC,S
1931,407G,4,4,NA,6/28/20,Initial,4_I,36A,0.598,3,13,FWC,S
1932,405G,4,5,NA,6/28/20,Initial,4_I,34B,0.6,3,13,FWC,S
1933,404G,4,6,NA,6/28/20,Initial,4_I,31B,0.594,3,13,FWC,S
1938,402G,4,11,NA,6/28/20,Initial,4_I,35B,0.588,3,13,FWC,S
1939,401G,4,12,NA,6/28/20,Initial,4_I,36B,0.602,3,13,FWC,S
1941,500B,4,14,NA,6/28/20,Initial,4_I,33A,0.606,3,13,FWC,S
1949,413G,5,2,NA,6/28/20,Final,5_F,32A,0.597,3,13,FWC,S
1994,492B,6,1,NA,6/28/20,Initial,6_I,36A,0.584,3,13,FWC,A
1996,493B,6,3,NA,6/28/20,Initial,6_I,34B,0.624,3,13,FWC,A
1998,498B,6,5,NA,6/28/20,Initial,6_I,32A,0.614,3,13,FWC,A
2004,495B,6,11,NA,6/28/20,Initial,6_I,35A,0.602,3,13,FWC,A
2006,414G,6,13,NA,6/28/20,Initial,6_I,35A,0.629,3,13,FWC,S
2007,415G,6,14,NA,6/28/20,Initial,6_I,31B,0.647,3,13,FWC,S
2008,410G,6,15,NA,6/28/20,Initial,6_I,33A,0.639,3,13,FWC,S
2012,413G,6,19,NA,6/28/20,Initial,6_I,32A,0.654,3,13,FWC,S
2013,490B,6,20,NA,6/28/20,Initial,6_I,33B,0.626,3,13,FWC,A
2022,411G,7,3,NA,6/28/20,Initial,7_I,33B,0.592,3,13,FWC,S
2023,408G,7,4,NA,6/28/20,Initial,7_I,35B,0.597,3,13,FWC,S
2035,489B,7,16,NA,6/28/20,Initial,7_I,33B,0.599,3,13,FWC,A
2036,409G,7,17,NA,6/28/20,Initial,7_I,34A,0.59,3,13,FWC,S
2038,491B,7,19,NA,6/28/20,Initial,7_I,35B,0.612,3,13,FWC,A
2039,412G,7,20,NA,6/28/20,Initial,7_I,33B,0.581,3,13,FWC,S
2040,500B,8,1,NA,6/28/20,Final,8_F,33A,0.562,3,13,FWC,S
2082,406G,9,3,NA,6/28/20,Final,9_F,33A,0.591,3,13,FWC,S
2084,410G,9,5,NA,6/28/20,Final,9_F,33A,0.6,3,13,FWC,S
1481,237B,11,5,NA,6/28/20,Final,11_F,33B,0.622,3,14,FWC,S
1699,239B,17,16,NA,6/28/20,Final,17_F,35A,0.38,3,14,FWC,S
1821,236B,20,9,NA,6/28/20,Final,20_F,35B,0.437,3,14,FWC,S
1884,238B,3,1,NA,6/28/20,Final,3_F,31B,0.611,3,14,FWC,S
1995,238B,6,2,NA,6/28/20,Initial,6_I,31B,0.627,3,14,FWC,S
1997,239B,6,4,NA,6/28/20,Initial,6_I,35A,0.628,3,14,FWC,S
2001,236B,6,8,NA,6/28/20,Initial,6_I,35B,0.645,3,14,FWC,S
2003,237B,6,10,NA,6/28/20,Initial,6_I,33B,0.629,3,14,FWC,S
123,158G,11,9,,6/25/20,Initial,I_11,34A,0.623,1,19,FWC,S
124,158G,5,11,,6/25/20,Final,F_5,34A,0.568,1,19,FWC,S
125,159G,5,3,,6/25/20,Final,F_5,34A,0.597,1,19,FWC,S
126,159G,11,2,,6/25/20,Initial,I_11,34A,0.614,1,19,FWC,S
128,160G,11,6,,6/25/20,Initial,I_11,37A,0.646,1,19,FWC,S
129,160G,25,2,,6/25/20,Final,F_25,37A,0,1,19,FWC,S
130,161G,22,4,,6/25/20,Final,F_22,36B,0.114,1,19,FWC,S
131,161G,11,17,,6/25/20,Initial,I_11,36B,0.65,1,19,FWC,S
132,162G,19,10,,6/25/20,Final,F_19,36A,0.188,1,19,FWC,S
133,162G,11,5,,6/25/20,Initial,I_11,36A,0.636,1,19,FWC,S
134,163G,11,8,,6/25/20,Initial,I_11,37B,0.648,1,19,FWC,S
135,163G,27,7,,6/25/20,Final,F_27,37B,0.047,1,19,FWC,S
136,164G,17,9,,6/25/20,Final,F_17,36A,0.116,1,19,FWC,S
137,164G,11,13,,6/25/20,Initial,I_11,36A,0.625,1,19,FWC,S
138,165G,11,1,249 & 250,6/25/20,Initial,I_11,35B,0.628,1,19,FWC,S
139,165G,13,7,,6/25/20,Final,F_13,35B,0.386,1,19,FWC,S
140,166G,1,18,,6/25/20,Final,F_1,32A,0.611,1,19,FWC,S
141,166G,11,18,,6/25/20,Initial,I_11,32A,0.635,1,19,FWC,S
142,167G,13,8,,6/25/20,Final,F_13,35B,0.294,1,19,FWC,A
143,167G,11,11,,6/25/20,Initial,I_11,35B,0.642,1,19,FWC,A
144,168G,11,3,,6/25/20,Initial,I_11,32B,0.622,1,19,FWC,S
145,168G,2,5,,6/25/20,Final,F_2,32B,0.623,1,19,FWC,S
146,169G,4,2,,6/25/20,Final,F_4,33B,0.6,1,19,FWC,S
147,169G,11,15,,6/25/20,Initial,I_11,33B,0.649,1,19,FWC,S
148,170G,10,5,,6/25/20,Initial,I_10,37A,0.613,1,19,FWC,S
